"Numero";"Edad";"Genero";"EstadoCivil";"NivelEducativo";"paisPregunta";"Provincia";"SituacionLaboral";"CondicionLaboral";"RubroLaboral";"Estabilidad";"ClaseSocial";"CoberturaMedica";"PersonasACargo";"Vivienda";"Ahorros";"Inversiones";"Alineacion";"Religion";"Vehiculo";"Television";"Internet";"Fuma";"Crisis";"ganancia1_final";"ganancia1_anterior";"ganancia1_recorrido";"ganancia2_final";"ganancia2_anterior";"ganancia2_recorrido";"ganancia3_final";"ganancia3_anterior";"ganancia3_recorrido";"perdida1_final";"perdida1_anterior";"perdida1_recorrido";"perdida2_final";"perdida2_anterior";"perdida2_recorrido";"perdida3_final";"perdida3_anterior";"perdida3_recorrido";"mix1_final";"mix1_anterior";"mix1_recorrido";"mix2_final";"mix2_anterior";"mix2_recorrido";"mix3_final";"mix3_anterior";"mix3_recorrido";"cambiarRespuesta"
"106";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Otros";"No registrado (trabajo en negr";"Sector privado";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"1";"96";"93";"NO|SI|SI|SI|SI|";"906";"937";"NO|SI|SI|SI|NO|";"4687";"4375";"NO|NO|SI|SI|SI|";"172";"169";"NO|IN|SI|NO|IN|";"1656";"1687";"NO|NO|SI|NO|SI|";"19687";"19375";"NO|NO|NO|NO|NO|";"20";"18";"NO|NO|NO|SI|SI|";"261";"289";"NO|NO|SI|NO|NO|";"710";"851";"NO|NO|NO|SI|NO|";"No"
"107";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Otros";"No registrado (trabajo en negr";"ONG u otros";"Inseguro";"Clase media";"Ninguna";"0";"Alquila";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"40";"43";"NO|NO|SI|SI|NO|";"156";"187";"NO|NO|NO|SI|IN|";"313";"625";"NO|NO|NO|NO|NO|";"110";"107";"NO|SI|SI|SI|NO|";"1468";"1437";"NO|SI|NO|NO|NO|";"14687";"14375";"NO|SI|NO|NO|NO|";"43";"44";"SI|NO|NO|NO|NO|";"92";"97";"NO|SI|NO|NO|NO|";"191";"205";"NO|NO|SI|SI|NO|";"No"
"108";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OSDE";"0";"Propietario";"Si";"Plazo fijo";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"Ocasionalmente";"1";"96";"93";"NO|SI|SI|SI|SI|";"968";"937";"NO|SI|SI|SI|SI|";"11563";"11875";"SI|NO|NO|SI|NO|";"72";"69";"SI|NO|SI|NO|NO|";"406";"437";"SI|SI|NO|NO|SI|";"2187";"1875";"SI|SI|SI|NO|NO|";"52";"54";"NO|SI|NO|NO|NO|";"507";"536";"NO|SI|IN|NO|NO|";"369";"735";"NO|IN|IN|IN|IN|";"No"
"109";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"No registrado (trabajo en negr";"ONG u otros";"Seguro";"Clase baja";"Ninguna";"0";"Propietario";"No";"Ninguno";"Izquierda";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"196";"193";"SI|SI|SI|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"90";"93";"SI|NO|NO|NO|SI|";"1218";"1187";"NO|SI|SI|NO|NO|";"12187";"11875";"NO|SI|SI|NO|NO|";"201";"207";"SI|NO|NO|NO|NO|";"2257";"2318";"SI|NO|NO|SI|NO|";"12213";"12510";"SI|NO|SI|NO|NO|";"No"
"110";"55 a 64";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Obra social";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"140";"143";"NO|SI|NO|NO|SI|";"1218";"1187";"NO|SI|SI|NO|NO|";"10937";"10625";"NO|SI|SI|SI|NO|";"2";"2";"NO|NO|NO|NO|NO|";"51";"52";"SI|NO|NO|NO|NO|";"485";"499";"SI|NO|NO|NO|NO|";"No"
"111";"Menores a 18";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Ninguna";"3 o más";"Propietario";"No";"Ninguno";"Izquierda";"Ateo/a o Agnóstico/a";"Tengo 3 o más";"Si";"Wifi por fibra óptica";"Ocasionalmente";"1";"16";"19";"NO|NO|NO|SI|NO|";"218";"187";"NO|NO|NO|SI|SI|";"7187";"6875";"NO|SI|NO|SI|SI|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"6";"6";"NO|NO|SI|NO|NO|";"44";"38";"NO|NO|NO|SI|SI|";"1101";"1320";"NO|NO|NO|SI|NO|";"No"
"112";"45 a 54";"Femenino";"Divorciado/a o viudo/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Jubilado/a o pensionado/a";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Galeno";"0";"Propietario";"Si";"Moneda extranjera";"Centro";"Ateo/a o Agnóstico/a";"Tengo 1";"No";"Wifi por fibra óptica";"No";"1";"134";"131";"SI|NO|SI|NO|SI|";"1282";"1313";"SI|NO|SI|NO|NO|";"7813";"8125";"NO|SI|SI|NO|NO|";"72";"69";"SI|NO|SI|NO|NO|";"906";"937";"SI|NO|NO|NO|SI|";"7187";"6875";"SI|NO|SI|NO|NO|";"145";"141";"SI|NO|NO|NO|SI|";"1500";"1540";"SI|NO|NO|SI|NO|";"8218";"8467";"SI|NO|NO|NO|NO|";"No"
"113";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"ONG u otros";"Inseguro";"Clase media";"Swiss Medical";"0";"Propietario";"No";"Moneda extranjera";"Derecha";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"90";"93";"NO|SI|SI|SI|NO|";"282";"313";"NO|NO|SI|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"140";"143";"NO|SI|NO|NO|SI|";"1782";"1813";"NO|NO|NO|SI|SI|";"19063";"19375";"NO|NO|NO|NO|SI|";"50";"52";"NO|SI|NO|NO|NO|";"103";"94";"NO|NO|SI|NO|SI|";"133";"147";"NO|NO|SI|NO|NO|";"No"
"114";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"No registrado (trabajo en negr";"Sector privado";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por fibra óptica";"No";"0";"22";"19";"NO|NO|NO|SI|SI|";"844";"813";"NO|SI|SI|NO|SI|";"4687";"4375";"NO|NO|SI|SI|SI|";"122";"119";"NO|SI|SI|NO|IN|";"1968";"1937";"NO|IN|IN|IN|IN|";"14687";"14375";"NO|SI|IN|IN|IN|";"2";"2";"IN|IN|IN|IN|IN|";"28";"53";"IN|IN|IN|IN|IN|";"144";"285";"IN|IN|IN|IN|IN|";"Sin respuesta"
"115";"35 a 44";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"ONG u otros";"Seguro";"Clase media";"Galeno";"1";"Hipotecado";"Si";"Plazo fijo";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"No";"Wifi por cable";"No";"2";"46";"43";"NO|NO|SI|SI|SI|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"9";"8";"NO|NO|NO|SI|SI|";"21";"20";"NO|NO|SI|SI|SI|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"116";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"Sector privado";"Sin respuesta";"Clase media";"Otras";"0";"Alquila";"No";"Ninguno";"Izquierda";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por cable";"No";"0";"46";"43";"NO|NO|SI|SI|SI|";"718";"687";"NO|SI|NO|SI|SI|";"4063";"4375";"NO|NO|SI|SI|NO|";"78";"81";"SI|NO|NO|SI|SI|";"282";"313";"SI|SI|NO|SI|SI|";"10313";"10625";"NO|SI|SI|SI|SI|";"69";"70";"SI|SI|NO|NO|NO|";"417";"396";"NO|SI|NO|NO|SI|";"2243";"2374";"NO|SI|NO|NO|NO|";"No"
"117";"Menores a 18";"Femenino";"Soltero/a";"Secundario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OMINT";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"28";"31";"NO|NO|SI|NO|NO|";"718";"687";"NO|SI|NO|SI|SI|";"3437";"3125";"NO|NO|SI|NO|SI|";"146";"143";"NO|SI|NO|NO|NO|";"1406";"1437";"NO|SI|NO|NO|SI|";"19063";"19375";"NO|NO|NO|NO|SI|";"20";"20";"NO|SI|NO|SI|NO|";"199";"220";"NO|NO|SI|NO|NO|";"104";"206";"NO|NO|NO|NO|NO|";"Si"
"118";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Alquila";"Si";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"54";"57";"NO|SI|NO|IN|NO|";"1906";"1937";"SI|SI|SI|SI|NO|";"313";"625";"NO|NO|NO|NO|NO|";"4";"7";"SI|SI|SI|SI|SI|";"1032";"1063";"NO|SI|SI|SI|SI|";"10313";"10625";"NO|SI|SI|SI|SI|";"105";"104";"SI|SI|SI|SI|SI|";"2941";"3001";"SI|SI|NO|NO|NO|";"921";"907";"SI|SI|SI|SI|SI|";"No"
"119";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Inseguro";"Clase media";"OSDE";"0";"Propietario";"Si";"Ninguno";"Derecha";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"96";"93";"NO|SI|SI|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"90";"93";"SI|NO|NO|NO|SI|";"782";"813";"SI|NO|NO|SI|SI|";"937";"625";"SI|SI|SI|SI|NO|";"100";"102";"SI|NO|NO|NO|NO|";"467";"481";"SI|NO|NO|NO|NO|";"9831";"10128";"SI|NO|NO|NO|NO|";"No"
"120";"25 a 34";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"3 o más";"Propietario";"No";"Ninguno";"Centro";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"110";"107";"SI|NO|IN|NO|SI|";"968";"937";"NO|SI|SI|SI|SI|";"4687";"4375";"NO|NO|SI|SI|SI|";"116";"119";"NO|SI|SI|NO|SI|";"1468";"1437";"NO|SI|NO|NO|NO|";"4687";"4375";"SI|SI|NO|NO|NO|";"49";"46";"NO|NO|SI|SI|SI|";"89";"60";"NO|NO|NO|NO|SI|";"144";"285";"NO|NO|NO|NO|NO|";"No"
"121";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Inseguro";"Clase media";"Obra social";"0";"Propietario";"Si";"Ninguno";"Derecha";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"2";"128";"131";"SI|NO|SI|NO|NO|";"1094";"1063";"SI|NO|NO|NO|SI|";"13437";"13125";"SI|NO|SI|NO|SI|";"28";"31";"SI|SI|NO|SI|SI|";"468";"437";"SI|SI|NO|NO|NO|";"13437";"13125";"NO|SI|NO|SI|NO|";"101";"105";"NO|SI|SI|NO|NO|";"708";"741";"NO|SI|NO|SI|NO|";"7056";"7471";"NO|SI|NO|NO|NO|";"Si"
"122";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"No";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"0";"40";"43";"NO|NO|SI|SI|NO|";"1032";"1063";"SI|IN|IN|IN|NO|";"4687";"4375";"NO|NO|SI|SI|SI|";"154";"157";"NO|NO|SI|SI|SI|";"1532";"1563";"NO|NO|SI|SI|SI|";"17813";"18125";"NO|NO|NO|SI|SI|";"33";"34";"IN|SI|SI|NO|NO|";"360";"328";"NO|NO|SI|NO|SI|";"4106";"4247";"IN|SI|SI|SI|NO|";"Si"
"123";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"No";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"0";"40";"43";"NO|NO|SI|SI|NO|";"1032";"1063";"SI|IN|IN|IN|NO|";"4687";"4375";"NO|NO|SI|SI|SI|";"154";"157";"NO|NO|SI|SI|SI|";"1532";"1563";"NO|NO|SI|SI|SI|";"17813";"18125";"NO|NO|NO|SI|SI|";"33";"34";"IN|SI|SI|NO|NO|";"360";"328";"NO|NO|SI|NO|SI|";"4106";"4247";"IN|SI|SI|SI|NO|";"Si"
"124";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"Sector privado";"Seguro";"Clase media";"Otras";"0";"Propietario";"Si";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"IN|IN|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"125";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"Tengo 2";"Si";"Wifi por fibra óptica";"No";"2";"96";"93";"NO|SI|SI|SI|SI|";"1032";"1063";"SI|NO|NO|NO|NO|";"2813";"3125";"IN|NO|SI|NO|NO|";"104";"107";"NO|SI|SI|SI|SI|";"968";"937";"SI|NO|NO|NO|NO|";"12187";"11875";"NO|SI|SI|NO|NO|";"104";"102";"SI|NO|NO|NO|SI|";"1082";"1114";"SI|NO|NO|NO|NO|";"3063";"3155";"SI|NO|NO|NO|NO|";"No"
"126";"35 a 44";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Obra social";"3 o más";"Propietario";"Si";"Moneda extranjera";"Derecha";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"196";"193";"SI|SI|SI|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"19687";"19375";"SI|SI|SI|SI|SI|";"4";"7";"SI|SI|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"381";"375";"SI|SI|SI|SI|SI|";"3843";"3782";"SI|SI|SI|SI|SI|";"38449";"37839";"SI|SI|SI|SI|SI|";"No"
"127";"45 a 54";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Alquila";"No";"Ninguno";"Derecha";"Ateo/a o Agnóstico/a";"Tengo 1";"No";"Wifi por fibra óptica";"No";"3 o más";"96";"93";"NO|SI|SI|SI|SI|";"1594";"1563";"SI|SI|NO|NO|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"4687";"4375";"SI|SI|NO|NO|NO|";"88";"86";"NO|SI|SI|SI|SI|";"1629";"1678";"SI|NO|NO|NO|NO|";"3873";"4170";"NO|NO|SI|SI|NO|";"No"
"128";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"Sector privado";"Inseguro";"Clase media";"Ninguna";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por cable";"No";"1";"96";"93";"NO|SI|SI|SI|SI|";"282";"313";"NO|NO|SI|NO|NO|";"937";"625";"NO|NO|NO|NO|SI|";"146";"143";"NO|SI|NO|NO|NO|";"1594";"1563";"NO|NO|SI|SI|NO|";"17813";"18125";"NO|NO|NO|SI|SI|";"100";"102";"SI|NO|NO|NO|NO|";"65";"56";"NO|NO|NO|SI|SI|";"75";"51";"NO|NO|NO|NO|SI|";"No"
"129";"35 a 44";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"3 o más";"Propietario";"Si";"Plazo fijo";"Centro";"Ateo/a o Agnóstico/a";"Tengo 2";"Si";"Wifi por fibra óptica";"Ocasionalmente";"2";"154";"157";"SI|SI|NO|NO|NO|";"968";"937";"NO|SI|SI|SI|SI|";"4687";"4375";"NO|NO|SI|SI|SI|";"84";"81";"SI|NO|NO|SI|NO|";"532";"563";"SI|NO|SI|SI|SI|";"9687";"9375";"SI|NO|NO|NO|NO|";"72";"68";"NO|NO|SI|SI|SI|";"745";"774";"NO|SI|SI|NO|NO|";"3256";"3115";"NO|SI|NO|SI|SI|";"No"
"130";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Ninguna";"0";"Propietario";"No";"Ninguno";"Centro";"Cristianismo evangélico";"Tengo 1";"No";"Wifi por fibra óptica";"Si";"0";"140";"143";"SI|NO|SI|SI|NO|";"406";"437";"NO|NO|SI|SI|NO|";"937";"625";"NO|NO|NO|NO|SI|";"140";"143";"NO|SI|NO|NO|SI|";"468";"437";"SI|SI|NO|NO|NO|";"9063";"9375";"SI|NO|NO|NO|SI|";"217";"221";"SI|SI|NO|NO|NO|";"461";"448";"SI|NO|NO|NO|SI|";"807";"831";"SI|NO|NO|NO|NO|";"No"
"131";"45 a 54";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"Registrado (trabajo en blanco)";"Sector privado";"Inseguro";"Clase media";"Otras";"1";"Propietario";"Si";"Otros";"Sin respuesta";"Sin respuesta";"Tengo 1";"Si";"Wifi por cable";"No";"2";"172";"169";"SI|SI|NO|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"19687";"19375";"SI|SI|SI|SI|SI|";"16";"19";"SI|SI|SI|NO|SI|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"303";"308";"SI|SI|SI|NO|NO|";"2989";"3050";"SI|SI|NO|NO|NO|";"20143";"20753";"SI|NO|NO|NO|NO|";"No"
"132";"Menores a 18";"Femenino";"Soltero/a";"Menor que secundario";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Obra social";"0";"Propietario";"Si";"Ninguno";"Derecha";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"0";"172";"169";"SI|SI|NO|SI|SI|";"1468";"1437";"SI|NO|SI|SI|SI|";"12187";"11875";"SI|NO|NO|SI|SI|";"140";"143";"NO|SI|NO|NO|SI|";"906";"937";"SI|NO|NO|NO|SI|";"5313";"5625";"SI|NO|SI|SI|SI|";"187";"182";"SI|NO|NO|NO|SI|";"863";"818";"NO|SI|NO|NO|SI|";"3386";"3761";"NO|NO|SI|NO|NO|";"Si"
"133";"45 a 54";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Inseguro";"Clase media";"Ninguna";"3 o más";"Hipotecado";"No";"Ninguno";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"154";"157";"SI|SI|NO|NO|NO|";"1094";"1063";"SI|NO|NO|NO|SI|";"10937";"10625";"SI|NO|NO|NO|SI|";"90";"93";"SI|NO|NO|NO|SI|";"1468";"1437";"NO|SI|NO|NO|NO|";"14063";"14375";"NO|SI|NO|NO|SI|";"140";"144";"NO|SI|SI|SI|NO|";"504";"471";"NO|NO|SI|SI|SI|";"5730";"6066";"NO|SI|NO|NO|NO|";"Si"
"134";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Propietario";"Si";"Moneda extranjera";"Derecha";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"3 o más";"122";"119";"SI|NO|IN|SI|SI|";"1282";"1313";"SI|NO|SI|NO|NO|";"12813";"13125";"SI|NO|SI|NO|NO|";"60";"57";"SI|NO|SI|SI|NO|";"594";"563";"SI|NO|SI|SI|NO|";"7187";"6875";"SI|NO|SI|NO|NO|";"125";"128";"SI|NO|NO|NO|NO|";"1338";"1378";"SI|NO|NO|NO|NO|";"13375";"13780";"SI|NO|NO|NO|NO|";"No"
"135";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Otros";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Alquila";"Si";"Moneda extranjera";"Derecha";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"3 o más";"22";"19";"IN|IN|IN|SI|SI|";"844";"813";"NO|SI|SI|IN|SI|";"10313";"10625";"SI|NO|NO|IN|NO|";"72";"69";"SI|NO|SI|IN|NO|";"468";"437";"SI|SI|NO|NO|NO|";"10313";"10625";"IN|SI|SI|SI|SI|";"24";"24";"SI|NO|IN|SI|SI|";"856";"881";"SI|NO|NO|NO|IN|";"8833";"8506";"NO|SI|SI|IN|SI|";"No"
"136";"35 a 44";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Galeno";"1";"Hipotecado";"No";"Ninguno";"Centro";"Sin respuesta";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"172";"169";"SI|SI|NO|SI|SI|";"1032";"1063";"SI|NO|NO|IN|IN|";"17813";"18125";"SI|SI|SI|NO|NO|";"110";"107";"NO|SI|SI|SI|NO|";"468";"437";"SI|SI|NO|NO|NO|";"4687";"4375";"SI|SI|NO|NO|IN|";"69";"74";"IN|IN|SI|SI|NO|";"296";"328";"NO|NO|SI|NO|IN|";"27515";"28076";"SI|SI|NO|NO|IN|";"Sin respuesta"
"137";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Otras";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"1";"46";"43";"NO|NO|SI|SI|SI|";"594";"563";"NO|SI|NO|NO|SI|";"12187";"11875";"SI|NO|NO|SI|SI|";"78";"81";"SI|NO|NO|SI|SI|";"718";"687";"SI|NO|SI|NO|NO|";"10313";"10625";"NO|SI|SI|SI|SI|";"3";"4";"NO|NO|NO|NO|NO|";"633";"615";"SI|NO|NO|NO|SI|";"13160";"12785";"SI|NO|IN|IN|SI|";"No"
"138";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Inseguro";"Clase media";"OMINT";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por cable";"No";"2";"96";"93";"NO|SI|SI|SI|SI|";"844";"813";"NO|SI|SI|NO|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"60";"57";"SI|NO|SI|SI|NO|";"218";"187";"SI|SI|SI|NO|NO|";"4687";"4375";"SI|SI|NO|NO|NO|";"56";"54";"NO|SI|NO|NO|SI|";"856";"881";"SI|NO|NO|NO|NO|";"3277";"2980";"NO|NO|SI|NO|SI|";"Sin respuesta"
